"","gdenr","gemeinde_d","value","pct_gde","top_names_table"
"1968",6141,"Saxon",63,0.97,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Da Silva $/td£ $td£ 63 $/td£  $td£ 0.97% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Pereira $/td£ $td£ 59 $/td£  $td£ 0.91% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Ferreira $/td£ $td£ 56 $/td£  $td£ 0.86% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Bruchez $/td£ $td£ 55 $/td£  $td£ 0.85% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Vouillamoz $/td£ $td£ 54 $/td£  $td£ 0.83% $/td£ $/tr£¢ $/table£"
"1969",6142,"Trient",18,11.04,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Gay-Crosier $/td£ $td£ 18 $/td£  $td£ 11.04% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Balzan $/td£ $td£ 7 $/td£  $td£ 4.29% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Cappi $/td£ $td£ 6 $/td£  $td£ 3.68% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Meyer $/td£ $td£ 5 $/td£  $td£ 3.07% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Pianta $/td£ $td£ 5 $/td£  $td£ 3.07% $/td£ $/tr£¢ $/table£"
"1970",6151,"Champéry",41,3.01,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Avanthay $/td£ $td£ 41 $/td£  $td£ 3.01% $/td£ $/tr£§ $tr£ $td£ 1. $/td£ $td£ Berra $/td£ $td£ 41 $/td£  $td£ 3.01% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Marclay $/td£ $td£ 30 $/td£  $td£ 2.2% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Gillabert $/td£ $td£ 27 $/td£  $td£ 1.98% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Gex-Collet $/td£ $td£ 25 $/td£  $td£ 1.84% $/td£ $/tr£¢ $/table£"
"1971",6152,"Collombey-Muraz",66,0.68,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Chervaz $/td£ $td£ 66 $/td£  $td£ 0.68% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ da Silva $/td£ $td£ 63 $/td£  $td£ 0.65% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Turin $/td£ $td£ 57 $/td£  $td£ 0.59% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Parvex $/td£ $td£ 55 $/td£  $td£ 0.57% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Bressoud $/td£ $td£ 50 $/td£  $td£ 0.52% $/td£ $/tr£¢ $/table£"
"1972",6153,"Monthey",127,0.7,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ da Silva $/td£ $td£ 127 $/td£  $td£ 0.7% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Ferreira $/td£ $td£ 107 $/td£  $td£ 0.59% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Pereira $/td£ $td£ 104 $/td£  $td£ 0.57% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ dos Santos $/td£ $td£ 81 $/td£  $td£ 0.45% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Rodrigues $/td£ $td£ 76 $/td£  $td£ 0.42% $/td£ $/tr£¢ $/table£"
"1973",6154,"Port-Valais",41,0.93,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Clerc $/td£ $td£ 41 $/td£  $td£ 0.93% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Roch $/td£ $td£ 36 $/td£  $td£ 0.82% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Grept $/td£ $td£ 29 $/td£  $td£ 0.66% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Derivaz $/td£ $td£ 28 $/td£  $td£ 0.64% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Bussien $/td£ $td£ 27 $/td£  $td£ 0.61% $/td£ $/tr£¢ $/table£"
"1974",6155,"Saint-Gingolph",24,2.44,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Bénet $/td£ $td£ 24 $/td£  $td£ 2.44% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Duchoud $/td£ $td£ 22 $/td£  $td£ 2.24% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Fornay $/td£ $td£ 21 $/td£  $td£ 2.13% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Derivaz $/td£ $td£ 18 $/td£  $td£ 1.83% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Cachat $/td£ $td£ 13 $/td£  $td£ 1.32% $/td£ $/tr£¢ $/table£"
"1975",6156,"Troistorrents",217,4.51,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Dubosson $/td£ $td£ 217 $/td£  $td£ 4.51% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Bellon $/td£ $td£ 108 $/td£  $td£ 2.24% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Udressy $/td£ $td£ 95 $/td£  $td£ 1.97% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Granger $/td£ $td£ 90 $/td£  $td£ 1.87% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Martenet $/td£ $td£ 89 $/td£  $td£ 1.85% $/td£ $/tr£¢ $/table£"
"1976",6157,"Val-d'Illiez",178,8.4,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Perrin $/td£ $td£ 178 $/td£  $td£ 8.4% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Ecoeur $/td£ $td£ 50 $/td£  $td£ 2.36% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Gillabert $/td£ $td£ 49 $/td£  $td£ 2.31% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Trombert $/td£ $td£ 46 $/td£  $td£ 2.17% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Avanthay $/td£ $td£ 43 $/td£  $td£ 2.03% $/td£ $/tr£¢ $/table£"
"1977",6158,"Vionnaz",61,2.18,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Bressoud $/td£ $td£ 61 $/td£  $td£ 2.18% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Guérin $/td£ $td£ 56 $/td£  $td£ 2% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Mariaux $/td£ $td£ 56 $/td£  $td£ 2% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Vannay $/td£ $td£ 52 $/td£  $td£ 1.86% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Fracheboud $/td£ $td£ 34 $/td£  $td£ 1.21% $/td£ $/tr£¢ $/table£"
"1978",6159,"Vouvry",42,0.96,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Pignat $/td£ $td£ 42 $/td£  $td£ 0.96% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Vuadens $/td£ $td£ 38 $/td£  $td£ 0.87% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Delavy $/td£ $td£ 37 $/td£  $td£ 0.85% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Cornut $/td£ $td£ 36 $/td£  $td£ 0.82% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ da Silva $/td£ $td£ 28 $/td£  $td£ 0.64% $/td£ $/tr£¢ $/table£"
"1979",6172,"Bister",4,12.12,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Schmidt $/td£ $td£ 4 $/td£  $td£ 12.12% $/td£ $/tr£§ $tr£ $td£ 1. $/td£ $td£ Zeiter $/td£ $td£ 4 $/td£  $td£ 12.12% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Hauser $/td£ $td£ 3 $/td£  $td£ 9.09% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Julier $/td£ $td£ 3 $/td£  $td£ 9.09% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Zufferey $/td£ $td£ 3 $/td£  $td£ 9.09% $/td£ $/tr£¢ $/table£"
"1980",6173,"Bitsch",54,5,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Ritz $/td£ $td£ 54 $/td£  $td£ 5% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Kummer $/td£ $td£ 37 $/td£  $td£ 3.43% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Walker $/td£ $td£ 27 $/td£  $td£ 2.5% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Schwery $/td£ $td£ 21 $/td£  $td£ 1.95% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Imhof $/td£ $td£ 20 $/td£  $td£ 1.85% $/td£ $/tr£¢ $/table£"
"1981",6177,"Grengiols",37,8.92,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Schalbetter $/td£ $td£ 37 $/td£  $td£ 8.92% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Imhof $/td£ $td£ 24 $/td£  $td£ 5.78% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Zenzünen $/td£ $td£ 23 $/td£  $td£ 5.54% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Zumthurm $/td£ $td£ 21 $/td£  $td£ 5.06% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Heinen $/td£ $td£ 18 $/td£  $td£ 4.34% $/td£ $/tr£¢ $/table£"
"1982",6181,"Riederalp",50,11.82,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Kummer $/td£ $td£ 50 $/td£  $td£ 11.82% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Walker $/td£ $td£ 29 $/td£  $td£ 6.86% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Imhof $/td£ $td£ 21 $/td£  $td£ 4.96% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schwery $/td£ $td£ 21 $/td£  $td£ 4.96% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Berchtold $/td£ $td£ 17 $/td£  $td£ 4.02% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Wenger $/td£ $td£ 17 $/td£  $td£ 4.02% $/td£ $/tr£¢ $/table£"
"1983",6191,"Ausserberg",165,26.92,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Schmid $/td£ $td£ 165 $/td£  $td£ 26.92% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Heynen $/td£ $td£ 62 $/td£  $td£ 10.11% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Theler $/td£ $td£ 47 $/td£  $td£ 7.67% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Leiggener $/td£ $td£ 37 $/td£  $td£ 6.04% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Pfaffen $/td£ $td£ 24 $/td£  $td£ 3.92% $/td£ $/tr£¢ $/table£"
"1984",6192,"Blatten",48,16.16,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Kalbermatten $/td£ $td£ 48 $/td£  $td£ 16.16% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Ritler $/td£ $td£ 43 $/td£  $td£ 14.48% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Ebener $/td£ $td£ 37 $/td£  $td£ 12.46% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Bellwald $/td£ $td£ 32 $/td£  $td£ 10.77% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Henzen $/td£ $td£ 23 $/td£  $td£ 7.74% $/td£ $/tr£¢ $/table£"
"1985",6193,"Bürchen",141,18.83,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Zenhäusern $/td£ $td£ 141 $/td£  $td£ 18.83% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Furrer $/td£ $td£ 67 $/td£  $td£ 8.95% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Werlen $/td£ $td£ 66 $/td£  $td£ 8.81% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Gattlen $/td£ $td£ 47 $/td£  $td£ 6.28% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Lehner $/td£ $td£ 37 $/td£  $td£ 4.94% $/td£ $/tr£¢ $/table£"
"1986",6194,"Eischoll",92,20.44,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Amacker $/td£ $td£ 92 $/td£  $td£ 20.44% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Pfammatter $/td£ $td£ 63 $/td£  $td£ 14% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Brunner $/td£ $td£ 54 $/td£  $td£ 12% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Bayard $/td£ $td£ 27 $/td£  $td£ 6% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Sterren $/td£ $td£ 27 $/td£  $td£ 6% $/td£ $/tr£¢ $/table£"
"1987",6195,"Ferden",72,29.39,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Werlen $/td£ $td£ 72 $/td£  $td£ 29.39% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Bellwald $/td£ $td£ 35 $/td£  $td£ 14.29% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Lehner $/td£ $td£ 18 $/td£  $td£ 7.35% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Blötzer $/td£ $td£ 11 $/td£  $td£ 4.49% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Jeitziner $/td£ $td£ 11 $/td£  $td£ 4.49% $/td£ $/tr£¢ $/table£"
"1988",6197,"Kippel",49,15.65,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Rieder $/td£ $td£ 49 $/td£  $td£ 15.65% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Ritler $/td£ $td£ 37 $/td£  $td£ 11.82% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Bellwald $/td£ $td£ 33 $/td£  $td£ 10.54% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Ebener $/td£ $td£ 28 $/td£  $td£ 8.95% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Jaggi $/td£ $td£ 24 $/td£  $td£ 7.67% $/td£ $/tr£¢ $/table£"
"1989",6198,"Niedergesteln",75,10.14,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Kalbermatter $/td£ $td£ 75 $/td£  $td£ 10.14% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Bregy $/td£ $td£ 69 $/td£  $td£ 9.32% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Imboden $/td£ $td£ 47 $/td£  $td£ 6.35% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Steiner $/td£ $td£ 41 $/td£  $td£ 5.54% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Amacker $/td£ $td£ 20 $/td£  $td£ 2.7% $/td£ $/tr£¢ $/table£"
"1990",6199,"Raron",105,5.42,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Imboden $/td£ $td£ 105 $/td£  $td£ 5.42% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Bregy $/td£ $td£ 79 $/td£  $td£ 4.07% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Salzgeber $/td£ $td£ 75 $/td£  $td£ 3.87% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Troger $/td£ $td£ 55 $/td£  $td£ 2.84% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Theler $/td£ $td£ 44 $/td£  $td£ 2.27% $/td£ $/tr£¢ $/table£"
"1991",6201,"Unterbäch",51,10.67,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Zenhäusern $/td£ $td£ 51 $/td£  $td£ 10.67% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Vogel $/td£ $td£ 34 $/td£  $td£ 7.11% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schnydrig $/td£ $td£ 30 $/td£  $td£ 6.28% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Weissen $/td£ $td£ 22 $/td£  $td£ 4.6% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Bregy $/td£ $td£ 13 $/td£  $td£ 2.72% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Furrer $/td£ $td£ 13 $/td£  $td£ 2.72% $/td£ $/tr£¢ $/table£"
"1992",6202,"Wiler (Lötschen)",105,18.65,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Rieder $/td£ $td£ 105 $/td£  $td£ 18.65% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Henzen $/td£ $td£ 61 $/td£  $td£ 10.83% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Ritler $/td£ $td£ 56 $/td£  $td£ 9.95% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Lehner $/td£ $td£ 55 $/td£  $td£ 9.77% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Bellwald $/td£ $td£ 45 $/td£  $td£ 7.99% $/td£ $/tr£¢ $/table£"
"1993",6203,"Mörel-Filet",32,4.42,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Imhof $/td£ $td£ 32 $/td£  $td£ 4.42% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Ittig $/td£ $td£ 28 $/td£  $td£ 3.87% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schmid $/td£ $td£ 21 $/td£  $td£ 2.9% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Walker $/td£ $td£ 20 $/td£  $td£ 2.76% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Kummer $/td£ $td£ 15 $/td£  $td£ 2.07% $/td£ $/tr£¢ $/table£"
"1994",6204,"Steg-Hohtenn",91,5.48,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Bregy $/td£ $td£ 91 $/td£  $td£ 5.48% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Kalbermatter $/td£ $td£ 65 $/td£  $td£ 3.92% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Zengaffinen $/td£ $td£ 58 $/td£  $td£ 3.49% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Imboden $/td£ $td£ 48 $/td£  $td£ 2.89% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Steiner $/td£ $td£ 45 $/td£  $td£ 2.71% $/td£ $/tr£¢ $/table£"
"1995",6205,"Bettmeralp",50,10.96,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Eyholzer $/td£ $td£ 50 $/td£  $td£ 10.96% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Imhof $/td£ $td£ 40 $/td£  $td£ 8.77% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Margelisch $/td£ $td£ 33 $/td£  $td£ 7.24% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Minnig $/td£ $td£ 27 $/td£  $td£ 5.92% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Franzen $/td£ $td£ 26 $/td£  $td£ 5.7% $/td£ $/tr£¢ $/table£"
"1996",6211,"Collonges",33,3.87,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Mottiez $/td£ $td£ 33 $/td£  $td£ 3.87% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Chambovay $/td£ $td£ 27 $/td£  $td£ 3.17% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Jordan $/td£ $td£ 22 $/td£  $td£ 2.58% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Blanchut $/td£ $td£ 19 $/td£  $td£ 2.23% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Pochon $/td£ $td£ 15 $/td£  $td£ 1.76% $/td£ $/tr£¢ $/table£"
"1997",6212,"Dorénaz",46,4.24,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Jordan $/td£ $td£ 46 $/td£  $td£ 4.24% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Gay $/td£ $td£ 32 $/td£  $td£ 2.95% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Veuthey $/td£ $td£ 27 $/td£  $td£ 2.49% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Roduit $/td£ $td£ 25 $/td£  $td£ 2.31% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Revaz $/td£ $td£ 21 $/td£  $td£ 1.94% $/td£ $/tr£¢ $/table£"
"1998",6213,"Evionnaz",51,3.62,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Jordan $/td£ $td£ 51 $/td£  $td£ 3.62% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Richard $/td£ $td£ 44 $/td£  $td£ 3.13% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Jacquemoud $/td£ $td£ 32 $/td£  $td£ 2.27% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Mettan $/td£ $td£ 21 $/td£  $td£ 1.49% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Lugon $/td£ $td£ 14 $/td£  $td£ 1% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Rappaz $/td£ $td£ 14 $/td£  $td£ 1% $/td£ $/tr£¢ $/table£"
